Application/Permit Number,Category,Permit Type,Action Type
6554336,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615359,MULTIFAMILY,Construction,NEW
6591523,COMMERCIAL,Construction,ADD/ALT
6584123,SINGLE FAMILY / DUPLEX,Construction,NEW
6615627,COMMERCIAL,Construction,ALTER
6590784,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6518463,MULTIFAMILY,Demolition,DEMOLITION
6616513,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615275,INDUSTRIAL,Construction,ADD/ALT
6578223,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6612970,COMMERCIAL,Construction,ALTER
6478728,MULTIFAMILY,Construction,NEW
6569560,MULTIFAMILY,Construction,ADD/ALT
6607261,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571700,SINGLE FAMILY / DUPLEX,Construction,NEW
6618966,MULTIFAMILY,Construction,ADD/ALT
6500671,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6618480,INSTITUTIONAL,Construction,NEW
6556323,INSTITUTIONAL,Construction,ADD/ALT
6243880,MULTIFAMILY,Construction,NEW
6571438,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6618004,COMMERCIAL,Construction,ADD/ALT
6572922,COMMERCIAL,Construction,ADD/ALT
6510185,COMMERCIAL,Construction,NEW
6618113,COMMERCIAL,Construction,ADD/ALT
6565889,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6502068,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571627,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572870,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572840,COMMERCIAL,Construction,ADD/ALT
6606348,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6512579,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572801,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6618765,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572779,MULTIFAMILY,Construction,ADD/ALT
6557004,MULTIFAMILY,Construction,ADD/ALT
6599240,COMMERCIAL,Construction,ADD/ALT
6593868,COMMERCIAL,Construction,ADD/ALT
6438403,COMMERCIAL,Construction,ADD/ALT
6564143,COMMERCIAL,Construction,ADD/ALT
6614333,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572735,,Site Development,TREE/VEGETATION MAINT/RESTORE
6616668,COMMERCIAL,Construction,ALTER
6571635,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6512352,MULTIFAMILY,Construction,ADD/ALT
6548774,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568013,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619398,SINGLE FAMILY / DUPLEX,Construction,NEW
6600668,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572587,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571151,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6573433,SINGLE FAMILY / DUPLEX,Construction,NEW
6551930,SINGLE FAMILY / DUPLEX,Construction,NEW
6536800,MULTIFAMILY,Construction,NEW
6530569,INDUSTRIAL,Demolition,DEMOLITION
6614547,COMMERCIAL,Construction,ADD/ALT
6619085,SINGLE FAMILY / DUPLEX,Construction,
6572243,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6572466,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572464,,Site Development,TREE/VEGETATION MAINT/RESTORE
6618239,COMMERCIAL,Construction,ADD/ALT
6600969,MULTIFAMILY,Construction,NEW
6572383,MULTIFAMILY,Construction,ADD/ALT
6572399,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572337,MULTIFAMILY,Construction,ADD/ALT
6572336,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572350,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570319,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6618205,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571836,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6557416,INSTITUTIONAL,Construction,ADD/ALT
6563941,COMMERCIAL,Construction,ADD/ALT
6557698,COMMERCIAL,Construction,ADD/ALT
6498035,COMMERCIAL,Construction,ADD/ALT
6561192,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6572167,COMMERCIAL,Construction,ADD/ALT
6548525,SINGLE FAMILY / DUPLEX,Construction,NEW
6542806,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6597195,COMMERCIAL,Construction,ALTER
6372025,COMMERCIAL,Construction,ADD/ALT
6534390,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6586865,SINGLE FAMILY / DUPLEX,Construction,NEW
6619382,SINGLE FAMILY / DUPLEX,Construction,NEW
6570998,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6529069,COMMERCIAL,Construction,ADD/ALT
6619649,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595919,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6565921,COMMERCIAL,Construction,ADD/ALT
6463764,MULTIFAMILY,Construction,NEW
6576578,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6377202,COMMERCIAL,Construction,ADD/ALT
6571995,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6578541,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572004,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569695,COMMERCIAL,Construction,ADD/ALT
6563183,COMMERCIAL,Construction,ADD/ALT
6599270,COMMERCIAL,Construction,ADD/ALT
6565311,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619248,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6319280,COMMERCIAL,Construction,NEW
6536513,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6581035,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6518208,MULTIFAMILY,Construction,ADD/ALT
6544252,SINGLE FAMILY / DUPLEX,Construction,NEW
6544239,SINGLE FAMILY / DUPLEX,Construction,NEW
6544248,SINGLE FAMILY / DUPLEX,Construction,NEW
6544244,SINGLE FAMILY / DUPLEX,Construction,NEW
6619253,COMMERCIAL,Construction,NEW
6544227,SINGLE FAMILY / DUPLEX,Construction,NEW
6390033,SINGLE FAMILY / DUPLEX,Construction,NEW
6567937,,Site Development,TREE/VEGETATION MAINT/RESTORE
6569901,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571885,COMMERCIAL,Construction,ADD/ALT
6562571,MULTIFAMILY,Construction,ADD/ALT
6571186,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571300,COMMERCIAL,Construction,TEMP
6571808,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6571571,MULTIFAMILY,Construction,ADD/ALT
6571824,COMMERCIAL,Construction,ALTER
6570568,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6370018,COMMERCIAL,Construction,ADD/ALT
6545943,MULTIFAMILY,Construction,NEW
6581942,SINGLE FAMILY / DUPLEX,Construction,NEW
6546477,COMMERCIAL,Construction,NEW
6571705,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571032,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571360,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571646,COMMERCIAL,Construction,ALTER
6584134,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571135,,Site Development,TREE/VEGETATION MAINT/RESTORE
6559127,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528345,SINGLE FAMILY / DUPLEX,Construction,NEW
6509703,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6350525,COMMERCIAL,Demolition,DEMOLITION
6619563,SINGLE FAMILY / DUPLEX,Construction,NEW
6422633,COMMERCIAL,Construction,ADD/ALT
6552515,COMMERCIAL,Construction,ADD/ALT
6585514,COMMERCIAL,Construction,ADD/ALT
6497329,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6571226,MULTIFAMILY,Construction,NEW
6571485,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570693,MULTIFAMILY,Demolition,DEMOLITION
6569900,COMMERCIAL,Construction,ADD/ALT
6549200,MULTIFAMILY,Construction,NEW
6566618,MULTIFAMILY,Construction,ADD/ALT
6581973,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571449,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6464622,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605267,MULTIFAMILY,Construction,NEW
6543555,MULTIFAMILY,Construction,NEW
6569109,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605631,COMMERCIAL,Construction,ADD/ALT
6551892,MULTIFAMILY,Construction,NEW
6571261,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6561035,INSTITUTIONAL,Construction,ADD/ALT
6570587,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605259,INSTITUTIONAL,Demolition,DEMOLITION
6571143,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6462953,COMMERCIAL,Construction,ADD/ALT
6569117,COMMERCIAL,Construction,NEW
6569118,COMMERCIAL,Construction,NEW
6569233,COMMERCIAL,Construction,ADD/ALT
6504712,SINGLE FAMILY / DUPLEX,Construction,NEW
6484135,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6574386,COMMERCIAL,Construction,ADD/ALT
6436579,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6575123,SINGLE FAMILY / DUPLEX,Construction,NEW
6585580,MULTIFAMILY,Demolition,DEMOLITION
6591530,,Construction,
6566602,COMMERCIAL,Construction,ADD/ALT
6590672,COMMERCIAL,Construction,ALTER
6378543,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570931,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6382000,COMMERCIAL,Site Development,GRADING
6570959,MULTIFAMILY,Construction,ADD/ALT
6616592,,Site Development,TREE/VEGETATION MAINT/RESTORE
6570945,COMMERCIAL,Construction,ADD/ALT
6569133,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6370712,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6481423,MULTIFAMILY,Construction,ADD/ALT
6570877,COMMERCIAL,Construction,ALTER
6569168,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569724,COMMERCIAL,Construction,ADD/ALT
6588418,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6554873,MULTIFAMILY,Construction,ADD/ALT
6570840,,Site Development,TREE/VEGETATION MAINT/RESTORE
6570824,,Site Development,TREE/VEGETATION MAINT/RESTORE
6568040,,Site Development,TREE/VEGETATION MAINT/RESTORE
6591558,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6591348,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614724,MULTIFAMILY,Construction,NEW
6541396,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570753,COMMERCIAL,Construction,ALTER
6589522,MULTIFAMILY,Construction,ADD/ALT
6570198,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6555327,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6617671,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6341916,,Construction,
6514937,MULTIFAMILY,Construction,NEW
6570504,MULTIFAMILY,Construction,NEW
6560256,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6594217,COMMERCIAL,Construction,ADD/ALT
6570606,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570586,COMMERCIAL,Construction,ALTER
6536781,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619740,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386947,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6486124,COMMERCIAL,Construction,NEW
6485240,,Construction,
6550705,INDUSTRIAL,Construction,ADD/ALT
6469831,SINGLE FAMILY / DUPLEX,Construction,NEW
6570461,INSTITUTIONAL,Construction,ADD/ALT
6570455,COMMERCIAL,Construction,ADD/ALT
6570454,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570446,COMMERCIAL,Construction,ADD/ALT
6619688,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6576028,SINGLE FAMILY / DUPLEX,Construction,NEW
6570439,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570248,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526893,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6570406,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6557922,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570096,MULTIFAMILY,Demolition,DEMOLITION
6617891,COMMERCIAL,Construction,ALTER
6553673,SINGLE FAMILY / DUPLEX,Construction,NEW
6570352,COMMERCIAL,Construction,ADD/ALT
6560450,INSTITUTIONAL,Demolition,DEMOLITION
6570314,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6542140,MULTIFAMILY,Construction,NEW
6552927,MULTIFAMILY,Construction,ADD/ALT
6576869,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570225,COMMERCIAL,Construction,ADD/ALT
6570197,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6368797,INSTITUTIONAL,Construction,NEW
6616079,MULTIFAMILY,Construction,NEW
6613269,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6609463,INSTITUTIONAL,Construction,ADD/ALT
6563192,MULTIFAMILY,Construction,NEW
6570021,SINGLE FAMILY / DUPLEX,Construction,NEW
6573736,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6513512,MULTIFAMILY,Construction,NEW
6569947,MULTIFAMILY,Construction,NEW
6569956,MULTIFAMILY,Demolition,DEMOLITION
6569875,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568946,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601336,,Construction,
6586796,COMMERCIAL,Construction,ADD/ALT
6489060,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570040,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570024,COMMERCIAL,Construction,ADD/ALT
6605429,SINGLE FAMILY / DUPLEX,Construction,NEW
6570014,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6566210,COMMERCIAL,Construction,TEMP
6555411,COMMERCIAL,Construction,ADD/ALT
6558321,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610633,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567749,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6566914,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569857,COMMERCIAL,Construction,ADD/ALT
6549193,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6578443,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6569712,MULTIFAMILY,Demolition,DEMOLITION
6489155,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6536991,MULTIFAMILY,Construction,NEW
6569667,,Site Development,TREE/VEGETATION MAINT/RESTORE
6569787,COMMERCIAL,Construction,ADD/ALT
6569772,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6603266,COMMERCIAL,Construction,NEW
6568975,COMMERCIAL,Construction,ADD/ALT
6599675,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564474,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6609312,COMMERCIAL,Construction,ADD/ALT
6466598,COMMERCIAL,Construction,ADD/ALT
6569702,COMMERCIAL,Construction,ADD/ALT
6566145,INSTITUTIONAL,Demolition,DEMOLITION
6588574,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569694,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568976,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564937,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6579819,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6478880,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6603099,,Site Development,TREE/VEGETATION MAINT/RESTORE
6190331,,Construction,
6605301,MULTIFAMILY,Demolition,DEMOLITION
6569687,COMMERCIAL,Construction,ALTER
6594600,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6532429,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6569668,COMMERCIAL,Construction,ADD/ALT
6569535,,Site Development,TREE/VEGETATION MAINT/RESTORE
6569541,,Site Development,TREE/VEGETATION MAINT/RESTORE
6584108,MULTIFAMILY,Construction,NEW
6509212,COMMERCIAL,Demolition,DEMOLITION
6592559,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6557472,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569568,COMMERCIAL,Construction,ALTER
6385997,SINGLE FAMILY / DUPLEX,Construction,NEW
6572355,COMMERCIAL,Construction,ADD/ALT
6581001,INSTITUTIONAL,Construction,ADD/ALT
6596036,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6556313,SINGLE FAMILY / DUPLEX,Construction,NEW
6569325,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6553281,SINGLE FAMILY / DUPLEX,Construction,NEW
6594972,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6591236,INDUSTRIAL,Demolition,DEMOLITION
6617897,SINGLE FAMILY / DUPLEX,Construction,NEW
6567906,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6579998,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6580421,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6511011,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605380,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605112,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6566360,MULTIFAMILY,Construction,ADD/ALT
6568413,COMMERCIAL,Construction,ADD/ALT
6566754,MULTIFAMILY,Construction,NEW
6491570,MULTIFAMILY,Construction,ADD/ALT
6605677,,Site Development,TREE/VEGETATION MAINT/RESTORE
6556215,COMMERCIAL,Construction,ADD/ALT
6588656,COMMERCIAL,Construction,ADD/ALT
6560553,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584376,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571124,COMMERCIAL,Construction,NEW
6559650,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568805,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6476850,,Construction,
6569064,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528065,SINGLE FAMILY / DUPLEX,Construction,NEW
6597061,COMMERCIAL,Construction,ADD/ALT
6569120,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588187,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605633,,Construction,
6569082,COMMERCIAL,Construction,ADD/ALT
6569052,,Site Development,TREE/VEGETATION MAINT/RESTORE
6569070,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6527528,MULTIFAMILY,Construction,ADD/ALT
6561190,SINGLE FAMILY / DUPLEX,Construction,NEW
6567953,,Site Development,TREE/VEGETATION MAINT/RESTORE
6364458,COMMERCIAL,Construction,ADD/ALT
6556209,COMMERCIAL,Construction,ADD/ALT
6567235,,Site Development,TREE/VEGETATION MAINT/RESTORE
6568951,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570484,INSTITUTIONAL,Construction,ADD/ALT
6604332,COMMERCIAL,Construction,NO CONSTRUCTION
6282142,,Construction,
6581944,SINGLE FAMILY / DUPLEX,Construction,NEW
6556224,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6490622,COMMERCIAL,Construction,NEW
6566670,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6364625,INDUSTRIAL,Construction,ADD/ALT
6586525,SINGLE FAMILY / DUPLEX,Construction,NEW
6546927,MULTIFAMILY,Construction,ADD/ALT
6605622,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6567000,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6563798,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565162,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6374844,MULTIFAMILY,Construction,ADD/ALT
6555740,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565895,,Site Development,TREE/VEGETATION MAINT/RESTORE
6559804,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564770,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6555360,COMMERCIAL,Construction,ADD/ALT
6566278,INSTITUTIONAL,Construction,ADD/ALT
6583027,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568655,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568656,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568631,COMMERCIAL,Construction,ADD/ALT
6568636,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619541,MULTIFAMILY,Construction,ADD/ALT
6615476,INDUSTRIAL,Construction,ADD/ALT
6547449,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568617,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6499545,SINGLE FAMILY / DUPLEX,Construction,NEW
6564906,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568545,COMMERCIAL,Construction,ALTER
6568184,COMMERCIAL,Construction,NO CONSTRUCTION
6581943,SINGLE FAMILY / DUPLEX,Construction,NEW
6563240,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6557206,COMMERCIAL,Construction,ADD/ALT
6568528,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6516706,COMMERCIAL,Demolition,DEMOLITION
6619189,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6591955,COMMERCIAL,Construction,ADD/ALT
6567331,COMMERCIAL,Construction,ADD/ALT
6584546,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6542093,COMMERCIAL,Construction,NEW
6543987,COMMERCIAL,Construction,ADD/ALT
6544544,SINGLE FAMILY / DUPLEX,Construction,NEW
6567492,,Site Development,TREE/VEGETATION MAINT/RESTORE
6467386,SINGLE FAMILY / DUPLEX,Construction,NEW
6584593,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6479307,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584457,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619633,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564393,COMMERCIAL,Construction,ADD/ALT
6568401,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388155,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6609792,MULTIFAMILY,Construction,NEW
6568388,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568365,COMMERCIAL,Construction,ADD/ALT
6605571,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6590395,COMMERCIAL,Construction,ADD/ALT
6584935,MULTIFAMILY,Construction,ADD/ALT
6519898,MULTIFAMILY,Construction,ADD/ALT
6595852,COMMERCIAL,Construction,ADD/ALT
6563490,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549223,SINGLE FAMILY / DUPLEX,Construction,NEW
6540953,COMMERCIAL,Construction,ADD/ALT
6555263,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587432,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548739,SINGLE FAMILY / DUPLEX,Construction,NEW
6465604,COMMERCIAL,Construction,NEW
6607163,MULTIFAMILY,Construction,NEW
6568216,COMMERCIAL,Construction,ADD/ALT
6567143,,Site Development,TREE/VEGETATION MAINT/RESTORE
6573894,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6554750,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528281,SINGLE FAMILY / DUPLEX,Construction,NEW
6565996,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6591590,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6539453,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588895,COMMERCIAL,Construction,ALTER
6520645,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6607277,SINGLE FAMILY / DUPLEX,Construction,NEW
6568148,COMMERCIAL,Construction,ADD/ALT
6567682,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601092,SINGLE FAMILY / DUPLEX,Construction,NEW
6575513,MULTIFAMILY,Construction,ADD/ALT
6568089,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6504055,COMMERCIAL,Construction,ADD/ALT
6565573,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565861,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6563593,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615878,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6524813,INDUSTRIAL,Construction,NEW
6541364,COMMERCIAL,Demolition,DEMOLITION
6591976,MULTIFAMILY,Construction,NEW
6547198,MULTIFAMILY,Construction,ADD/ALT
6618738,INDUSTRIAL,Demolition,DEMOLITION
6559504,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547286,SINGLE FAMILY / DUPLEX,Construction,NEW
6567708,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614270,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6554850,COMMERCIAL,Construction,ADD/ALT
6613791,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6533910,SINGLE FAMILY / DUPLEX,Construction,NEW
6585623,MULTIFAMILY,Construction,ADD/ALT
6617615,COMMERCIAL,Demolition,DEMOLITION
6532695,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567984,COMMERCIAL,Construction,ADD/ALT
6567976,COMMERCIAL,Construction,ADD/ALT
6567965,COMMERCIAL,Construction,ADD/ALT
6582771,MULTIFAMILY,Construction,NEW
6499094,MULTIFAMILY,Construction,NEW
6567880,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6619247,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6560665,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6558290,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387854,MULTIFAMILY,Construction,ADD/ALT
6461510,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587542,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545504,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567807,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567016,COMMERCIAL,Construction,ADD/ALT
6618134,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588356,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567206,COMMERCIAL,Construction,ADD/ALT
6559724,INSTITUTIONAL,Construction,ADD/ALT
6556292,COMMERCIAL,Construction,ADD/ALT
6566232,COMMERCIAL,Construction,ADD/ALT
6598253,SINGLE FAMILY / DUPLEX,Construction,NEW
6604864,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567713,COMMERCIAL,Construction,ADD/ALT
6566772,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6367323,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567671,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6383681,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6555521,MULTIFAMILY,Construction,ADD/ALT
6554846,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6542688,SINGLE FAMILY / DUPLEX,Construction,NEW
6574128,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
